order_id,user_id,user_name,city,amount,order_date,revenue_tier,normalized_status,amount_hundreds,order_month,order_quarter,order_year
447,40,user_40,KAZAN,2991,2024-02-25 18:00:00,medium,completed,29.91,2,1,2024
449,43,user_43,KAZAN,4325,2024-02-26 00:00:00,medium,completed,43.25,2,1,2024
450,44,user_44,MOSCOW,194,2024-02-26 03:00:00,low,completed,1.94,2,1,2024
451,29,user_29,KAZAN,2774,2024-02-26 06:00:00,medium,completed,27.74,2,1,2024
452,13,user_13,MOSCOW,2055,2024-02-26 09:00:00,medium,completed,20.55,2,1,2024
455,46,user_46,KAZAN,2216,2024-02-26 18:00:00,medium,completed,22.16,2,1,2024
461,8,user_8,SPB,4907,2024-02-27 12:00:00,medium,completed,49.07,2,1,2024
462,93,user_93,MOSCOW,914,2024-02-27 15:00:00,low,completed,9.14,2,1,2024
463,26,user_26,MOSCOW,445,2024-02-27 18:00:00,low,completed,4.45,2,1,2024
464,74,user_74,SPB,2449,2024-02-27 21:00:00,medium,completed,24.49,2,1,2024
465,90,user_90,MOSCOW,462,2024-02-28 00:00:00,low,completed,4.62,2,1,2024
466,34,user_34,SPB,2543,2024-02-28 03:00:00,medium,completed,25.43,2,1,2024
467,7,user_7,KAZAN,2365,2024-02-28 06:00:00,medium,completed,23.65,2,1,2024
470,75,user_75,SPB,3381,2024-02-28 15:00:00,medium,completed,33.81,2,1,2024
471,29,user_29,KAZAN,1084,2024-02-28 18:00:00,medium,completed,10.84,2,1,2024
473,89,user_89,SPB,927,2024-02-29 00:00:00,low,completed,9.27,2,1,2024
475,36,user_36,SPB,3631,2024-02-29 06:00:00,medium,completed,36.31,2,1,2024
476,10,user_10,KAZAN,4551,2024-02-29 09:00:00,medium,completed,45.51,2,1,2024
478,24,user_24,SPB,3976,2024-02-29 15:00:00,medium,completed,39.76,2,1,2024
479,64,user_64,SPB,226,2024-02-29 18:00:00,low,completed,2.26,2,1,2024
481,49,user_49,SPB,3156,2024-03-01 00:00:00,medium,completed,31.56,3,1,2024
482,99,user_99,MOSCOW,703,2024-03-01 03:00:00,low,completed,7.03,3,1,2024
484,82,user_82,MOSCOW,4246,2024-03-01 09:00:00,medium,completed,42.46,3,1,2024
486,24,user_24,SPB,3467,2024-03-01 15:00:00,medium,completed,34.67,3,1,2024
487,23,user_23,SPB,3468,2024-03-01 18:00:00,medium,completed,34.68,3,1,2024
488,62,user_62,MOSCOW,3897,2024-03-01 21:00:00,medium,completed,38.97,3,1,2024
489,96,user_96,MOSCOW,1892,2024-03-02 00:00:00,medium,completed,18.92,3,1,2024
492,55,user_55,SPB,3517,2024-03-02 09:00:00,medium,completed,35.17,3,1,2024
494,23,user_23,SPB,1305,2024-03-02 15:00:00,medium,completed,13.05,3,1,2024
495,89,user_89,SPB,3130,2024-03-02 18:00:00,medium,completed,31.3,3,1,2024
496,99,user_99,MOSCOW,2972,2024-03-02 21:00:00,medium,completed,29.72,3,1,2024
497,30,user_30,KAZAN,3172,2024-03-03 00:00:00,medium,completed,31.72,3,1,2024
498,17,user_17,SPB,1954,2024-03-03 03:00:00,medium,completed,19.54,3,1,2024
500,84,user_84,MOSCOW,4762,2024-03-03 09:00:00,medium,completed,47.62,3,1,2024
