order_id,user_id,user_name,city,amount,order_date,revenue_tier,normalized_status,amount_hundreds,order_month,order_quarter,order_year,year,month_num,month_name,quarter,day_of_week,week_of_year
316,76,user_76,SPB,3835,2024-02-09 09:00:00,medium,completed,38.35,2,1,2024,2024,2,Feb,1,Friday,6
317,87,user_87,KAZAN,2970,2024-02-09 12:00:00,medium,completed,29.7,2,1,2024,2024,2,Feb,1,Friday,6
319,92,user_92,MOSCOW,4954,2024-02-09 18:00:00,medium,completed,49.54,2,1,2024,2024,2,Feb,1,Friday,6
322,32,user_32,KAZAN,1163,2024-02-10 03:00:00,medium,completed,11.63,2,1,2024,2024,2,Feb,1,Saturday,6
324,63,user_63,SPB,2695,2024-02-10 09:00:00,medium,completed,26.95,2,1,2024,2024,2,Feb,1,Saturday,6
326,51,user_51,SPB,105,2024-02-10 15:00:00,low,completed,1.05,2,1,2024,2024,2,Feb,1,Saturday,6
327,25,user_25,MOSCOW,567,2024-02-10 18:00:00,low,completed,5.67,2,1,2024,2024,2,Feb,1,Saturday,6
328,58,user_58,MOSCOW,4270,2024-02-10 21:00:00,medium,completed,42.7,2,1,2024,2024,2,Feb,1,Saturday,6
331,22,user_22,MOSCOW,217,2024-02-11 06:00:00,low,completed,2.17,2,1,2024,2024,2,Feb,1,Sunday,6
333,58,user_58,MOSCOW,2651,2024-02-11 12:00:00,medium,completed,26.51,2,1,2024,2024,2,Feb,1,Sunday,6
334,86,user_86,SPB,4389,2024-02-11 15:00:00,medium,completed,43.89,2,1,2024,2024,2,Feb,1,Sunday,6
335,49,user_49,SPB,946,2024-02-11 18:00:00,low,completed,9.46,2,1,2024,2024,2,Feb,1,Sunday,6
336,52,user_52,MOSCOW,2862,2024-02-11 21:00:00,medium,completed,28.62,2,1,2024,2024,2,Feb,1,Sunday,6
337,42,user_42,KAZAN,1241,2024-02-12 00:00:00,medium,completed,12.41,2,1,2024,2024,2,Feb,1,Monday,7
339,15,user_15,SPB,823,2024-02-12 06:00:00,low,completed,8.23,2,1,2024,2024,2,Feb,1,Monday,7
340,54,user_54,MOSCOW,324,2024-02-12 09:00:00,low,completed,3.24,2,1,2024,2024,2,Feb,1,Monday,7
341,60,user_60,KAZAN,4727,2024-02-12 12:00:00,medium,completed,47.27,2,1,2024,2024,2,Feb,1,Monday,7
344,53,user_53,SPB,2148,2024-02-12 21:00:00,medium,completed,21.48,2,1,2024,2024,2,Feb,1,Monday,7
346,5,user_5,MOSCOW,4515,2024-02-13 03:00:00,medium,completed,45.15,2,1,2024,2024,2,Feb,1,Tuesday,7
348,6,user_6,MOSCOW,1928,2024-02-13 09:00:00,medium,completed,19.28,2,1,2024,2024,2,Feb,1,Tuesday,7
350,94,user_94,KAZAN,4334,2024-02-13 15:00:00,medium,completed,43.34,2,1,2024,2024,2,Feb,1,Tuesday,7
351,47,user_47,SPB,2126,2024-02-13 18:00:00,medium,completed,21.26,2,1,2024,2024,2,Feb,1,Tuesday,7
353,55,user_55,SPB,1001,2024-02-14 00:00:00,medium,completed,10.01,2,1,2024,2024,2,Feb,1,Wednesday,7
354,40,user_40,KAZAN,4885,2024-02-14 03:00:00,medium,completed,48.85,2,1,2024,2024,2,Feb,1,Wednesday,7
355,52,user_52,MOSCOW,2139,2024-02-14 06:00:00,medium,completed,21.39,2,1,2024,2024,2,Feb,1,Wednesday,7
356,16,user_16,MOSCOW,109,2024-02-14 09:00:00,low,completed,1.09,2,1,2024,2024,2,Feb,1,Wednesday,7
357,13,user_13,MOSCOW,360,2024-02-14 12:00:00,low,completed,3.6,2,1,2024,2024,2,Feb,1,Wednesday,7
358,30,user_30,KAZAN,1773,2024-02-14 15:00:00,medium,completed,17.73,2,1,2024,2024,2,Feb,1,Wednesday,7
359,19,user_19,SPB,2319,2024-02-14 18:00:00,medium,completed,23.19,2,1,2024,2024,2,Feb,1,Wednesday,7
360,17,user_17,SPB,2160,2024-02-14 21:00:00,medium,completed,21.6,2,1,2024,2024,2,Feb,1,Wednesday,7
362,19,user_19,SPB,1719,2024-02-15 03:00:00,medium,completed,17.19,2,1,2024,2024,2,Feb,1,Thursday,7
363,92,user_92,MOSCOW,420,2024-02-15 06:00:00,low,completed,4.2,2,1,2024,2024,2,Feb,1,Thursday,7
364,58,user_58,MOSCOW,1442,2024-02-15 09:00:00,medium,completed,14.42,2,1,2024,2024,2,Feb,1,Thursday,7
365,55,user_55,SPB,2476,2024-02-15 12:00:00,medium,completed,24.76,2,1,2024,2024,2,Feb,1,Thursday,7
367,90,user_90,MOSCOW,2924,2024-02-15 18:00:00,medium,completed,29.24,2,1,2024,2024,2,Feb,1,Thursday,7
368,62,user_62,MOSCOW,2094,2024-02-15 21:00:00,medium,completed,20.94,2,1,2024,2024,2,Feb,1,Thursday,7
371,12,user_12,KAZAN,3590,2024-02-16 06:00:00,medium,completed,35.9,2,1,2024,2024,2,Feb,1,Friday,7
374,1,user_1,KAZAN,1704,2024-02-16 15:00:00,medium,completed,17.04,2,1,2024,2024,2,Feb,1,Friday,7
377,48,user_48,MOSCOW,2069,2024-02-17 00:00:00,medium,completed,20.69,2,1,2024,2024,2,Feb,1,Saturday,7
378,89,user_89,SPB,4529,2024-02-17 03:00:00,medium,completed,45.29,2,1,2024,2024,2,Feb,1,Saturday,7
379,1,user_1,KAZAN,2008,2024-02-17 06:00:00,medium,completed,20.08,2,1,2024,2024,2,Feb,1,Saturday,7
382,64,user_64,SPB,2735,2024-02-17 15:00:00,medium,completed,27.35,2,1,2024,2024,2,Feb,1,Saturday,7
383,63,user_63,SPB,1670,2024-02-17 18:00:00,medium,completed,16.7,2,1,2024,2024,2,Feb,1,Saturday,7
384,69,user_69,SPB,2660,2024-02-17 21:00:00,medium,completed,26.6,2,1,2024,2024,2,Feb,1,Saturday,7
385,22,user_22,MOSCOW,3491,2024-02-18 00:00:00,medium,completed,34.91,2,1,2024,2024,2,Feb,1,Sunday,7
386,93,user_93,MOSCOW,3065,2024-02-18 03:00:00,medium,completed,30.65,2,1,2024,2024,2,Feb,1,Sunday,7
387,67,user_67,SPB,3743,2024-02-18 06:00:00,medium,completed,37.43,2,1,2024,2024,2,Feb,1,Sunday,7
389,26,user_26,MOSCOW,972,2024-02-18 12:00:00,low,completed,9.72,2,1,2024,2024,2,Feb,1,Sunday,7
391,51,user_51,SPB,1414,2024-02-18 18:00:00,medium,completed,14.14,2,1,2024,2024,2,Feb,1,Sunday,7
392,86,user_86,SPB,4920,2024-02-18 21:00:00,medium,completed,49.2,2,1,2024,2024,2,Feb,1,Sunday,7
393,57,user_57,KAZAN,2998,2024-02-19 00:00:00,medium,completed,29.98,2,1,2024,2024,2,Feb,1,Monday,8
394,29,user_29,KAZAN,177,2024-02-19 03:00:00,low,completed,1.77,2,1,2024,2024,2,Feb,1,Monday,8
396,92,user_92,MOSCOW,4327,2024-02-19 09:00:00,medium,completed,43.27,2,1,2024,2024,2,Feb,1,Monday,8
398,47,user_47,SPB,1165,2024-02-19 15:00:00,medium,completed,11.65,2,1,2024,2024,2,Feb,1,Monday,8
400,62,user_62,MOSCOW,2549,2024-02-19 21:00:00,medium,completed,25.49,2,1,2024,2024,2,Feb,1,Monday,8
403,16,user_16,MOSCOW,1418,2024-02-20 06:00:00,medium,completed,14.18,2,1,2024,2024,2,Feb,1,Tuesday,8
404,90,user_90,MOSCOW,4811,2024-02-20 09:00:00,medium,completed,48.11,2,1,2024,2024,2,Feb,1,Tuesday,8
407,85,user_85,MOSCOW,4770,2024-02-20 18:00:00,medium,completed,47.7,2,1,2024,2024,2,Feb,1,Tuesday,8
413,10,user_10,KAZAN,3154,2024-02-21 12:00:00,medium,completed,31.54,2,1,2024,2024,2,Feb,1,Wednesday,8
414,69,user_69,SPB,4698,2024-02-21 15:00:00,medium,completed,46.98,2,1,2024,2024,2,Feb,1,Wednesday,8
415,100,user_100,MOSCOW,4133,2024-02-21 18:00:00,medium,completed,41.33,2,1,2024,2024,2,Feb,1,Wednesday,8
418,95,user_95,MOSCOW,2251,2024-02-22 03:00:00,medium,completed,22.51,2,1,2024,2024,2,Feb,1,Thursday,8
421,58,user_58,MOSCOW,2070,2024-02-22 12:00:00,medium,completed,20.7,2,1,2024,2024,2,Feb,1,Thursday,8
422,96,user_96,MOSCOW,297,2024-02-22 15:00:00,low,completed,2.97,2,1,2024,2024,2,Feb,1,Thursday,8
423,1,user_1,KAZAN,2726,2024-02-22 18:00:00,medium,completed,27.26,2,1,2024,2024,2,Feb,1,Thursday,8
424,69,user_69,SPB,1302,2024-02-22 21:00:00,medium,completed,13.02,2,1,2024,2024,2,Feb,1,Thursday,8
425,4,user_4,KAZAN,2135,2024-02-23 00:00:00,medium,completed,21.35,2,1,2024,2024,2,Feb,1,Friday,8
426,16,user_16,MOSCOW,577,2024-02-23 03:00:00,low,completed,5.77,2,1,2024,2024,2,Feb,1,Friday,8
427,24,user_24,SPB,1354,2024-02-23 06:00:00,medium,completed,13.54,2,1,2024,2024,2,Feb,1,Friday,8
428,80,user_80,SPB,1022,2024-02-23 09:00:00,medium,completed,10.22,2,1,2024,2024,2,Feb,1,Friday,8
429,2,user_2,MOSCOW,519,2024-02-23 12:00:00,low,completed,5.19,2,1,2024,2024,2,Feb,1,Friday,8
430,92,user_92,MOSCOW,2304,2024-02-23 15:00:00,medium,completed,23.04,2,1,2024,2024,2,Feb,1,Friday,8
432,91,user_91,MOSCOW,1220,2024-02-23 21:00:00,medium,completed,12.2,2,1,2024,2024,2,Feb,1,Friday,8
435,12,user_12,KAZAN,2436,2024-02-24 06:00:00,medium,completed,24.36,2,1,2024,2024,2,Feb,1,Saturday,8
436,50,user_50,SPB,2343,2024-02-24 09:00:00,medium,completed,23.43,2,1,2024,2024,2,Feb,1,Saturday,8
437,35,user_35,KAZAN,2745,2024-02-24 12:00:00,medium,completed,27.45,2,1,2024,2024,2,Feb,1,Saturday,8
438,33,user_33,SPB,1957,2024-02-24 15:00:00,medium,completed,19.57,2,1,2024,2024,2,Feb,1,Saturday,8
439,33,user_33,SPB,4712,2024-02-24 18:00:00,medium,completed,47.12,2,1,2024,2024,2,Feb,1,Saturday,8
440,61,user_61,SPB,1965,2024-02-24 21:00:00,medium,completed,19.65,2,1,2024,2024,2,Feb,1,Saturday,8
441,51,user_51,SPB,3012,2024-02-25 00:00:00,medium,completed,30.12,2,1,2024,2024,2,Feb,1,Sunday,8
442,43,user_43,KAZAN,2953,2024-02-25 03:00:00,medium,completed,29.53,2,1,2024,2024,2,Feb,1,Sunday,8
443,12,user_12,KAZAN,3328,2024-02-25 06:00:00,medium,completed,33.28,2,1,2024,2024,2,Feb,1,Sunday,8
444,67,user_67,SPB,3819,2024-02-25 09:00:00,medium,completed,38.19,2,1,2024,2024,2,Feb,1,Sunday,8
445,65,user_65,SPB,3328,2024-02-25 12:00:00,medium,completed,33.28,2,1,2024,2024,2,Feb,1,Sunday,8
446,33,user_33,SPB,2471,2024-02-25 15:00:00,medium,completed,24.71,2,1,2024,2024,2,Feb,1,Sunday,8
447,40,user_40,KAZAN,2991,2024-02-25 18:00:00,medium,completed,29.91,2,1,2024,2024,2,Feb,1,Sunday,8
449,43,user_43,KAZAN,4325,2024-02-26 00:00:00,medium,completed,43.25,2,1,2024,2024,2,Feb,1,Monday,9
450,44,user_44,MOSCOW,194,2024-02-26 03:00:00,low,completed,1.94,2,1,2024,2024,2,Feb,1,Monday,9
451,29,user_29,KAZAN,2774,2024-02-26 06:00:00,medium,completed,27.74,2,1,2024,2024,2,Feb,1,Monday,9
452,13,user_13,MOSCOW,2055,2024-02-26 09:00:00,medium,completed,20.55,2,1,2024,2024,2,Feb,1,Monday,9
455,46,user_46,KAZAN,2216,2024-02-26 18:00:00,medium,completed,22.16,2,1,2024,2024,2,Feb,1,Monday,9
461,8,user_8,SPB,4907,2024-02-27 12:00:00,medium,completed,49.07,2,1,2024,2024,2,Feb,1,Tuesday,9
462,93,user_93,MOSCOW,914,2024-02-27 15:00:00,low,completed,9.14,2,1,2024,2024,2,Feb,1,Tuesday,9
463,26,user_26,MOSCOW,445,2024-02-27 18:00:00,low,completed,4.45,2,1,2024,2024,2,Feb,1,Tuesday,9
464,74,user_74,SPB,2449,2024-02-27 21:00:00,medium,completed,24.49,2,1,2024,2024,2,Feb,1,Tuesday,9
465,90,user_90,MOSCOW,462,2024-02-28 00:00:00,low,completed,4.62,2,1,2024,2024,2,Feb,1,Wednesday,9
466,34,user_34,SPB,2543,2024-02-28 03:00:00,medium,completed,25.43,2,1,2024,2024,2,Feb,1,Wednesday,9
467,7,user_7,KAZAN,2365,2024-02-28 06:00:00,medium,completed,23.65,2,1,2024,2024,2,Feb,1,Wednesday,9
470,75,user_75,SPB,3381,2024-02-28 15:00:00,medium,completed,33.81,2,1,2024,2024,2,Feb,1,Wednesday,9
471,29,user_29,KAZAN,1084,2024-02-28 18:00:00,medium,completed,10.84,2,1,2024,2024,2,Feb,1,Wednesday,9
473,89,user_89,SPB,927,2024-02-29 00:00:00,low,completed,9.27,2,1,2024,2024,2,Feb,1,Thursday,9
475,36,user_36,SPB,3631,2024-02-29 06:00:00,medium,completed,36.31,2,1,2024,2024,2,Feb,1,Thursday,9
476,10,user_10,KAZAN,4551,2024-02-29 09:00:00,medium,completed,45.51,2,1,2024,2024,2,Feb,1,Thursday,9
478,24,user_24,SPB,3976,2024-02-29 15:00:00,medium,completed,39.76,2,1,2024,2024,2,Feb,1,Thursday,9
479,64,user_64,SPB,226,2024-02-29 18:00:00,low,completed,2.26,2,1,2024,2024,2,Feb,1,Thursday,9
481,49,user_49,SPB,3156,2024-03-01 00:00:00,medium,completed,31.56,3,1,2024,2024,3,Mar,1,Friday,9
482,99,user_99,MOSCOW,703,2024-03-01 03:00:00,low,completed,7.03,3,1,2024,2024,3,Mar,1,Friday,9
484,82,user_82,MOSCOW,4246,2024-03-01 09:00:00,medium,completed,42.46,3,1,2024,2024,3,Mar,1,Friday,9
486,24,user_24,SPB,3467,2024-03-01 15:00:00,medium,completed,34.67,3,1,2024,2024,3,Mar,1,Friday,9
487,23,user_23,SPB,3468,2024-03-01 18:00:00,medium,completed,34.68,3,1,2024,2024,3,Mar,1,Friday,9
488,62,user_62,MOSCOW,3897,2024-03-01 21:00:00,medium,completed,38.97,3,1,2024,2024,3,Mar,1,Friday,9
489,96,user_96,MOSCOW,1892,2024-03-02 00:00:00,medium,completed,18.92,3,1,2024,2024,3,Mar,1,Saturday,9
492,55,user_55,SPB,3517,2024-03-02 09:00:00,medium,completed,35.17,3,1,2024,2024,3,Mar,1,Saturday,9
494,23,user_23,SPB,1305,2024-03-02 15:00:00,medium,completed,13.05,3,1,2024,2024,3,Mar,1,Saturday,9
495,89,user_89,SPB,3130,2024-03-02 18:00:00,medium,completed,31.3,3,1,2024,2024,3,Mar,1,Saturday,9
496,99,user_99,MOSCOW,2972,2024-03-02 21:00:00,medium,completed,29.72,3,1,2024,2024,3,Mar,1,Saturday,9
497,30,user_30,KAZAN,3172,2024-03-03 00:00:00,medium,completed,31.72,3,1,2024,2024,3,Mar,1,Sunday,9
498,17,user_17,SPB,1954,2024-03-03 03:00:00,medium,completed,19.54,3,1,2024,2024,3,Mar,1,Sunday,9
500,84,user_84,MOSCOW,4762,2024-03-03 09:00:00,medium,completed,47.62,3,1,2024,2024,3,Mar,1,Sunday,9
