_airbyte_ab_id,_airbyte_extracted_at,id,user_id,amount,status,city,order_date
ab_000292,2026-04-28T10:05:00Z,292,15,1732.41,completed,KAZAN,2024-12-13
ab_000293,2026-04-28T10:05:00Z,293,87,2969.74,cancelled,KAZAN,2024-01-24
ab_000294,2026-04-28T10:05:00Z,294,29,1982.36,cancelled,MOSCOW,2024-01-04
ab_000295,2026-04-28T10:05:00Z,295,27,1514.08,completed,SPB,2024-05-10
ab_000296,2026-04-28T10:05:00Z,296,38,1647.33,completed,NOVOSIBIRSK,2024-08-08
ab_000297,2026-04-28T10:05:00Z,297,23,654.64,cancelled,SPB,2024-09-13
ab_000298,2026-04-28T10:05:00Z,298,72,4168.44,pending,MOSCOW,2024-07-22
ab_000299,2026-04-28T10:05:00Z,299,95,221.09,completed,NOVOSIBIRSK,2024-02-09
ab_000300,2026-04-28T10:05:00Z,300,41,2883.04,cancelled,NOVOSIBIRSK,2024-12-29
ab_000301,2026-04-28T10:05:00Z,301,82,2094.29,completed,NOVOSIBIRSK,2024-01-11
ab_000302,2026-04-28T10:05:00Z,302,42,867.65,cancelled,NOVOSIBIRSK,2024-12-19
ab_000303,2026-04-28T10:05:00Z,303,47,449.77,completed,SPB,2024-08-11
ab_000304,2026-04-28T10:05:00Z,304,76,2008.24,completed,NOVOSIBIRSK,2024-06-07
ab_000305,2026-04-28T10:05:00Z,305,96,1704.17,pending,SPB,2024-02-09
ab_000306,2026-04-28T10:05:00Z,306,66,3169.79,cancelled,SPB,2024-06-27
ab_000307,2026-04-28T10:05:00Z,307,45,3639.62,cancelled,SPB,2024-04-30
ab_000308,2026-04-28T10:05:00Z,308,14,740.76,completed,SPB,2024-11-04
ab_000309,2026-04-28T10:05:00Z,309,20,3803.47,cancelled,MOSCOW,2024-03-31
ab_000310,2026-04-28T10:05:00Z,310,99,3143.46,pending,NOVOSIBIRSK,2024-12-14
ab_000311,2026-04-28T10:05:00Z,311,73,3218.53,cancelled,KAZAN,2024-11-17
ab_000312,2026-04-28T10:05:00Z,312,41,763.28,completed,NOVOSIBIRSK,2024-08-14
ab_000313,2026-04-28T10:05:00Z,313,81,1521.07,pending,MOSCOW,2024-06-29
ab_000314,2026-04-28T10:05:00Z,314,65,380.21,pending,NOVOSIBIRSK,2024-01-20
ab_000315,2026-04-28T10:05:00Z,315,8,1850.0,pending,MOSCOW,2024-11-26
ab_000316,2026-04-28T10:05:00Z,316,12,3078.89,cancelled,NOVOSIBIRSK,2024-08-24
ab_000317,2026-04-28T10:05:00Z,317,75,2776.04,cancelled,MOSCOW,2024-08-18
ab_000318,2026-04-28T10:05:00Z,318,74,3262.67,pending,NOVOSIBIRSK,2024-09-13
ab_000319,2026-04-28T10:05:00Z,319,20,4789.03,pending,MOSCOW,2024-06-24
ab_000320,2026-04-28T10:05:00Z,320,92,430.8,cancelled,SPB,2024-01-21
ab_000321,2026-04-28T10:05:00Z,321,32,3541.03,pending,SPB,2024-07-05
ab_000322,2026-04-28T10:05:00Z,322,48,4590.5,pending,NOVOSIBIRSK,2024-06-22
ab_000323,2026-04-28T10:05:00Z,323,87,2993.45,cancelled,KAZAN,2024-02-03
ab_000324,2026-04-28T10:05:00Z,324,43,481.58,cancelled,NOVOSIBIRSK,2024-05-25
ab_000325,2026-04-28T10:05:00Z,325,33,3621.43,cancelled,SPB,2024-06-19
ab_000326,2026-04-28T10:05:00Z,326,11,2917.87,completed,KAZAN,2024-06-07
ab_000327,2026-04-28T10:05:00Z,327,84,3495.42,pending,SPB,2024-10-31
ab_000328,2026-04-28T10:05:00Z,328,91,4690.63,pending,NOVOSIBIRSK,2024-11-25
ab_000329,2026-04-28T10:05:00Z,329,43,4067.79,cancelled,MOSCOW,2024-11-26
ab_000330,2026-04-28T10:05:00Z,330,86,2122.8,pending,MOSCOW,2024-07-04
ab_000331,2026-04-28T10:05:00Z,331,40,909.51,completed,KAZAN,2024-09-05
ab_000332,2026-04-28T10:05:00Z,332,25,1140.45,completed,SPB,2024-02-09
ab_000333,2026-04-28T10:05:00Z,333,38,4223.7,completed,MOSCOW,2024-12-04
ab_000334,2026-04-28T10:05:00Z,334,44,4383.2,cancelled,SPB,2024-11-01
ab_000335,2026-04-28T10:05:00Z,335,49,779.72,completed,SPB,2024-08-12
ab_000336,2026-04-28T10:05:00Z,336,6,2060.18,cancelled,SPB,2024-08-15
ab_000337,2026-04-28T10:05:00Z,337,79,1431.79,cancelled,NOVOSIBIRSK,2024-04-29
ab_000338,2026-04-28T10:05:00Z,338,69,1203.45,pending,SPB,2024-07-07
ab_000339,2026-04-28T10:05:00Z,339,87,4736.18,pending,NOVOSIBIRSK,2024-05-24
ab_000340,2026-04-28T10:05:00Z,340,100,1915.54,cancelled,NOVOSIBIRSK,2024-03-23
ab_000341,2026-04-28T10:05:00Z,341,26,4008.28,completed,KAZAN,2024-01-27
ab_000342,2026-04-28T10:05:00Z,342,83,2408.15,pending,MOSCOW,2024-12-30
ab_000343,2026-04-28T10:05:00Z,343,67,4257.32,pending,MOSCOW,2024-03-23
ab_000344,2026-04-28T10:05:00Z,344,35,2252.1,cancelled,SPB,2024-08-11
ab_000345,2026-04-28T10:05:00Z,345,12,4732.6,completed,NOVOSIBIRSK,2024-06-27
ab_000346,2026-04-28T10:05:00Z,346,4,2080.34,pending,KAZAN,2024-04-30
ab_000347,2026-04-28T10:05:00Z,347,50,4972.68,pending,SPB,2024-01-15
ab_000348,2026-04-28T10:05:00Z,348,41,4654.82,cancelled,KAZAN,2024-03-15
ab_000349,2026-04-28T10:05:00Z,349,18,201.13,pending,SPB,2024-12-27
ab_000350,2026-04-28T10:05:00Z,350,61,2248.52,completed,MOSCOW,2024-01-10
ab_000351,2026-04-28T10:05:00Z,351,33,1086.12,completed,NOVOSIBIRSK,2024-02-26
ab_000352,2026-04-28T10:05:00Z,352,100,1447.63,pending,MOSCOW,2024-01-25
ab_000353,2026-04-28T10:05:00Z,353,31,2104.93,cancelled,NOVOSIBIRSK,2024-02-02
ab_000354,2026-04-28T10:05:00Z,354,15,4185.07,pending,MOSCOW,2024-11-19
ab_000355,2026-04-28T10:05:00Z,355,66,2879.49,cancelled,SPB,2024-05-29
ab_000356,2026-04-28T10:05:00Z,356,55,17.81,pending,SPB,2024-10-19
ab_000357,2026-04-28T10:05:00Z,357,54,944.7,cancelled,MOSCOW,2024-09-25
ab_000358,2026-04-28T10:05:00Z,358,47,347.72,cancelled,MOSCOW,2024-07-18
ab_000359,2026-04-28T10:05:00Z,359,61,227.24,pending,KAZAN,2024-05-09
ab_000360,2026-04-28T10:05:00Z,360,96,91.05,completed,KAZAN,2024-05-03
ab_000361,2026-04-28T10:05:00Z,361,94,3288.95,completed,KAZAN,2024-03-09
ab_000362,2026-04-28T10:05:00Z,362,6,1767.97,pending,SPB,2024-12-16
ab_000363,2026-04-28T10:05:00Z,363,60,4904.29,pending,SPB,2024-03-10
ab_000364,2026-04-28T10:05:00Z,364,9,3583.06,pending,MOSCOW,2024-05-30
ab_000365,2026-04-28T10:05:00Z,365,26,228.59,completed,MOSCOW,2024-06-10
ab_000366,2026-04-28T10:05:00Z,366,40,2581.76,cancelled,NOVOSIBIRSK,2024-05-09
ab_000367,2026-04-28T10:05:00Z,367,5,3768.92,completed,KAZAN,2024-07-01
ab_000368,2026-04-28T10:05:00Z,368,100,248.54,cancelled,KAZAN,2024-05-19
ab_000369,2026-04-28T10:05:00Z,369,16,3998.72,pending,NOVOSIBIRSK,2024-08-13
ab_000370,2026-04-28T10:05:00Z,370,50,1701.79,completed,NOVOSIBIRSK,2024-12-20
ab_000371,2026-04-28T10:05:00Z,371,64,1843.06,cancelled,KAZAN,2024-02-12
ab_000372,2026-04-28T10:05:00Z,372,94,2128.25,pending,SPB,2024-10-06
ab_000373,2026-04-28T10:05:00Z,373,38,1612.85,completed,KAZAN,2024-12-04
ab_000374,2026-04-28T10:05:00Z,374,38,1539.41,cancelled,NOVOSIBIRSK,2024-03-26
ab_000375,2026-04-28T10:05:00Z,375,89,2225.1,pending,MOSCOW,2024-06-29
ab_000376,2026-04-28T10:05:00Z,376,79,4990.77,pending,MOSCOW,2024-02-08
ab_000377,2026-04-28T10:05:00Z,377,86,3191.19,pending,SPB,2024-01-16
ab_000378,2026-04-28T10:05:00Z,378,19,4244.86,cancelled,NOVOSIBIRSK,2024-01-18
ab_000379,2026-04-28T10:05:00Z,379,17,345.49,cancelled,KAZAN,2024-07-04
ab_000380,2026-04-28T10:05:00Z,380,50,4747.84,completed,SPB,2024-12-13
ab_000381,2026-04-28T10:05:00Z,381,58,4744.63,pending,NOVOSIBIRSK,2024-02-09
ab_000382,2026-04-28T10:05:00Z,382,74,697.1,pending,NOVOSIBIRSK,2024-06-09
ab_000383,2026-04-28T10:05:00Z,383,84,1400.66,completed,MOSCOW,2024-04-05
ab_000384,2026-04-28T10:05:00Z,384,64,2593.55,cancelled,MOSCOW,2024-05-14
ab_000385,2026-04-28T10:05:00Z,385,100,1308.85,pending,SPB,2024-11-09
ab_000386,2026-04-28T10:05:00Z,386,37,3472.96,pending,SPB,2024-03-03
ab_000387,2026-04-28T10:05:00Z,387,18,4265.6,pending,SPB,2024-08-15
ab_000388,2026-04-28T10:05:00Z,388,12,4054.46,pending,KAZAN,2024-12-29
ab_000389,2026-04-28T10:05:00Z,389,9,2754.49,pending,KAZAN,2024-03-21
ab_000390,2026-04-28T10:05:00Z,390,92,3550.72,cancelled,SPB,2024-07-04
ab_000391,2026-04-28T10:05:00Z,391,66,1128.97,completed,SPB,2024-05-01
ab_000392,2026-04-28T10:05:00Z,392,64,141.16,cancelled,KAZAN,2024-08-27
ab_000393,2026-04-28T10:05:00Z,393,71,657.56,completed,MOSCOW,2024-06-07
ab_000394,2026-04-28T10:05:00Z,394,51,4997.98,cancelled,NOVOSIBIRSK,2024-09-26
ab_000395,2026-04-28T10:05:00Z,395,53,3848.13,cancelled,MOSCOW,2024-03-05
ab_000396,2026-04-28T10:05:00Z,396,41,3215.27,pending,NOVOSIBIRSK,2024-12-14
ab_000397,2026-04-28T10:05:00Z,397,67,1729.13,cancelled,SPB,2024-03-07
ab_000398,2026-04-28T10:05:00Z,398,56,2519.29,completed,MOSCOW,2024-09-22
ab_000399,2026-04-28T10:05:00Z,399,20,1527.58,completed,KAZAN,2024-12-29
ab_000400,2026-04-28T10:05:00Z,400,29,1736.66,cancelled,KAZAN,2024-02-10
ab_000401,2026-04-28T10:05:00Z,401,33,989.55,cancelled,KAZAN,2024-03-05
ab_000402,2026-04-28T10:05:00Z,402,81,1521.09,cancelled,MOSCOW,2024-09-14
ab_000403,2026-04-28T10:05:00Z,403,83,851.49,cancelled,SPB,2024-03-28
ab_000404,2026-04-28T10:05:00Z,404,85,3126.15,cancelled,KAZAN,2024-10-15
ab_000405,2026-04-28T10:05:00Z,405,6,4127.93,completed,MOSCOW,2024-01-24
ab_000406,2026-04-28T10:05:00Z,406,83,3857.4,pending,SPB,2024-10-19
ab_000407,2026-04-28T10:05:00Z,407,54,3094.36,completed,NOVOSIBIRSK,2024-11-17
ab_000408,2026-04-28T10:05:00Z,408,70,1455.46,pending,NOVOSIBIRSK,2024-05-05
ab_000409,2026-04-28T10:05:00Z,409,88,2036.4,pending,MOSCOW,2024-12-18
ab_000410,2026-04-28T10:05:00Z,410,8,798.82,pending,NOVOSIBIRSK,2024-08-25
ab_000411,2026-04-28T10:05:00Z,411,27,1707.56,completed,KAZAN,2024-06-12
ab_000412,2026-04-28T10:05:00Z,412,94,4940.24,pending,NOVOSIBIRSK,2024-03-07
ab_000413,2026-04-28T10:05:00Z,413,98,1859.0,cancelled,MOSCOW,2024-06-12
ab_000414,2026-04-28T10:05:00Z,414,31,2337.7,pending,NOVOSIBIRSK,2024-05-06
ab_000415,2026-04-28T10:05:00Z,415,19,493.09,pending,NOVOSIBIRSK,2024-11-11
ab_000416,2026-04-28T10:05:00Z,416,54,1248.87,completed,KAZAN,2024-10-22
ab_000417,2026-04-28T10:05:00Z,417,93,1570.45,completed,NOVOSIBIRSK,2024-09-20
ab_000418,2026-04-28T10:05:00Z,418,60,2498.81,pending,NOVOSIBIRSK,2024-01-12
ab_000419,2026-04-28T10:05:00Z,419,12,4726.71,cancelled,NOVOSIBIRSK,2024-05-03
ab_000420,2026-04-28T10:05:00Z,420,28,2920.89,completed,MOSCOW,2024-05-24
ab_000421,2026-04-28T10:05:00Z,421,64,2991.62,cancelled,NOVOSIBIRSK,2024-05-26
ab_000422,2026-04-28T10:05:00Z,422,69,50.81,completed,NOVOSIBIRSK,2024-03-09
ab_000423,2026-04-28T10:05:00Z,423,34,3640.27,pending,KAZAN,2024-01-24
ab_000424,2026-04-28T10:05:00Z,424,52,265.28,cancelled,SPB,2024-07-04
ab_000425,2026-04-28T10:05:00Z,425,71,1450.12,pending,NOVOSIBIRSK,2024-10-08
ab_000426,2026-04-28T10:05:00Z,426,36,4128.3,cancelled,MOSCOW,2024-03-06
ab_000427,2026-04-28T10:05:00Z,427,13,1975.58,pending,KAZAN,2024-03-14
ab_000428,2026-04-28T10:05:00Z,428,26,3016.29,pending,MOSCOW,2024-01-24
ab_000429,2026-04-28T10:05:00Z,429,5,693.81,pending,NOVOSIBIRSK,2024-09-22
ab_000430,2026-04-28T10:05:00Z,430,59,753.21,cancelled,SPB,2024-06-16
ab_000431,2026-04-28T10:05:00Z,431,79,1599.46,pending,KAZAN,2024-10-30
ab_000432,2026-04-28T10:05:00Z,432,44,2541.5,cancelled,NOVOSIBIRSK,2024-12-28
ab_000433,2026-04-28T10:05:00Z,433,73,1505.95,completed,KAZAN,2024-06-18
ab_000434,2026-04-28T10:05:00Z,434,87,556.93,pending,KAZAN,2024-12-18
ab_000435,2026-04-28T10:05:00Z,435,81,142.97,pending,KAZAN,2024-12-01
ab_000436,2026-04-28T10:05:00Z,436,101,4860.56,cancelled,SPB,2024-01-27
ab_000437,2026-04-28T10:05:00Z,437,75,2407.44,cancelled,NOVOSIBIRSK,2024-03-16
ab_000438,2026-04-28T10:05:00Z,438,88,1218.56,cancelled,MOSCOW,2024-04-07
ab_000439,2026-04-28T10:05:00Z,439,3,2210.78,pending,SPB,2024-07-30
ab_000440,2026-04-28T10:05:00Z,440,89,1027.42,cancelled,NOVOSIBIRSK,2024-02-01
ab_000441,2026-04-28T10:05:00Z,441,91,699.03,completed,KAZAN,2024-12-05
ab_000442,2026-04-28T10:05:00Z,442,62,2632.13,pending,SPB,2024-08-23
ab_000443,2026-04-28T10:05:00Z,443,69,1718.21,pending,KAZAN,2024-11-08
ab_000444,2026-04-28T10:05:00Z,444,62,969.4,completed,KAZAN,2024-10-12
ab_000445,2026-04-28T10:05:00Z,445,39,1132.09,pending,KAZAN,2024-12-26
ab_000446,2026-04-28T10:05:00Z,446,27,3454.3,pending,KAZAN,2024-09-02
ab_000447,2026-04-28T10:05:00Z,447,45,2806.83,cancelled,KAZAN,2024-05-27
ab_000448,2026-04-28T10:05:00Z,448,16,2871.65,cancelled,NOVOSIBIRSK,2024-07-21
ab_000449,2026-04-28T10:05:00Z,449,45,4773.5,completed,KAZAN,2024-01-22
ab_000450,2026-04-28T10:05:00Z,450,37,4777.02,completed,KAZAN,2024-08-14
ab_000451,2026-04-28T10:05:00Z,451,84,1289.66,pending,SPB,2024-04-13
ab_000452,2026-04-28T10:05:00Z,452,69,1362.95,cancelled,KAZAN,2024-03-11
ab_000453,2026-04-28T10:05:00Z,453,14,3082.23,cancelled,SPB,2024-05-04
ab_000454,2026-04-28T10:05:00Z,454,7,3352.47,cancelled,SPB,2024-11-22
ab_000455,2026-04-28T10:05:00Z,455,30,271.93,pending,KAZAN,2024-08-29
ab_000456,2026-04-28T10:05:00Z,456,13,3409.15,completed,MOSCOW,2024-10-08
ab_000457,2026-04-28T10:05:00Z,457,21,2040.47,pending,NOVOSIBIRSK,2024-11-29
ab_000458,2026-04-28T10:05:00Z,458,26,3782.0,pending,KAZAN,2024-05-26
ab_000459,2026-04-28T10:05:00Z,459,83,305.22,completed,SPB,2024-09-30
ab_000460,2026-04-28T10:05:00Z,460,95,3618.36,completed,SPB,2024-08-01
ab_000461,2026-04-28T10:05:00Z,461,23,4670.27,completed,NOVOSIBIRSK,2024-09-10
ab_000462,2026-04-28T10:05:00Z,462,24,4683.68,pending,MOSCOW,2024-01-05
ab_000463,2026-04-28T10:05:00Z,463,39,2844.13,completed,KAZAN,2024-05-25
ab_000464,2026-04-28T10:05:00Z,464,59,4945.61,cancelled,NOVOSIBIRSK,2024-03-09
ab_000465,2026-04-28T10:05:00Z,465,65,2345.42,completed,MOSCOW,2024-06-18
ab_000466,2026-04-28T10:05:00Z,466,21,3658.28,cancelled,KAZAN,2024-04-05
ab_000467,2026-04-28T10:05:00Z,467,2,3685.72,pending,SPB,2024-03-30
ab_000468,2026-04-28T10:05:00Z,468,79,4282.17,pending,NOVOSIBIRSK,2024-09-20
ab_000469,2026-04-28T10:05:00Z,469,42,442.82,cancelled,MOSCOW,2024-04-04
ab_000470,2026-04-28T10:05:00Z,470,18,2392.5,completed,MOSCOW,2024-05-13
ab_000471,2026-04-28T10:05:00Z,471,50,1185.25,pending,KAZAN,2024-06-03
ab_000472,2026-04-28T10:05:00Z,472,75,3617.18,completed,KAZAN,2024-11-30
ab_000473,2026-04-28T10:05:00Z,473,47,3466.92,completed,MOSCOW,2024-08-26
ab_000474,2026-04-28T10:05:00Z,474,40,806.99,cancelled,KAZAN,2024-12-19
ab_000475,2026-04-28T10:05:00Z,475,16,3197.17,pending,KAZAN,2024-11-10
ab_000476,2026-04-28T10:05:00Z,476,29,1103.45,completed,NOVOSIBIRSK,2024-03-19
ab_000477,2026-04-28T10:05:00Z,477,59,3741.2,cancelled,KAZAN,2024-07-31
ab_000478,2026-04-28T10:05:00Z,478,90,2750.68,pending,SPB,2024-05-06
ab_000479,2026-04-28T10:05:00Z,479,88,3776.15,completed,NOVOSIBIRSK,2024-09-27
ab_000480,2026-04-28T10:05:00Z,480,91,1815.31,cancelled,MOSCOW,2024-02-01
ab_000481,2026-04-28T10:05:00Z,481,71,4515.41,completed,SPB,2024-03-25
ab_000482,2026-04-28T10:05:00Z,482,42,4273.89,pending,MOSCOW,2024-12-14
ab_000483,2026-04-28T10:05:00Z,483,27,3587.42,pending,MOSCOW,2024-09-18
ab_000484,2026-04-28T10:05:00Z,484,58,4045.37,pending,SPB,2024-09-19
ab_000485,2026-04-28T10:05:00Z,485,54,2289.42,completed,NOVOSIBIRSK,2024-12-10
ab_000486,2026-04-28T10:05:00Z,486,40,3619.17,pending,KAZAN,2024-01-02
ab_000487,2026-04-28T10:05:00Z,487,96,1097.33,completed,MOSCOW,2024-08-04
ab_000488,2026-04-28T10:05:00Z,488,45,3504.92,cancelled,MOSCOW,2024-02-05
ab_000489,2026-04-28T10:05:00Z,489,61,168.36,pending,SPB,2024-03-10
ab_000490,2026-04-28T10:05:00Z,490,99,3211.21,cancelled,NOVOSIBIRSK,2024-07-10
ab_000491,2026-04-28T10:05:00Z,491,49,2248.2,pending,NOVOSIBIRSK,2024-02-11
ab_000492,2026-04-28T10:05:00Z,492,88,4821.08,cancelled,SPB,2024-11-30
ab_000493,2026-04-28T10:05:00Z,493,45,601.98,cancelled,NOVOSIBIRSK,2024-09-27
ab_000494,2026-04-28T10:05:00Z,494,17,3642.01,completed,MOSCOW,2024-01-12
ab_000495,2026-04-28T10:05:00Z,495,39,2320.39,cancelled,NOVOSIBIRSK,2024-09-29
ab_000496,2026-04-28T10:05:00Z,496,49,4118.57,completed,NOVOSIBIRSK,2024-06-26
ab_000497,2026-04-28T10:05:00Z,497,20,1385.49,cancelled,MOSCOW,2024-01-17
ab_000498,2026-04-28T10:05:00Z,498,85,2102.01,completed,SPB,2024-04-15
ab_000499,2026-04-28T10:05:00Z,499,9,513.47,completed,NOVOSIBIRSK,2024-11-02
ab_000500,2026-04-28T10:05:00Z,500,87,3519.4,completed,SPB,2024-01-23
