order_id,customer_id,product_id,quantity,discount_pct,channel,status,order_date,payment
1297,286,39,1,0,web,cancelled,2024-09-13 05:00:00,card
1298,247,64,1,0,mobile,completed,2024-09-08 07:00:00,online
1299,12,96,5,5,,completed,2024-11-18 05:00:00,online
1300,22,64,2,0,mobile,refunded,2024-05-07 04:00:00,online
1301,388,47,4,0,web,completed,2024-06-16 07:00:00,online
1302,338,29,5,0,web,completed,2024-01-06 23:00:00,
1303,179,31,5,5,mobile,completed,2024-01-27 05:00:00,online
1304,330,13,3,0,store,completed,2024-02-09 19:00:00,card
1305,8,67,1,5,web,completed,2024-03-23 03:00:00,card
1306,447,59,3,10,mobile,completed,2024-02-06 22:00:00,card
1307,204,83,5,0,web,refunded,2024-04-05 11:00:00,online
1308,57,49,4,10,store,cancelled,2024-10-09 02:00:00,card
1309,247,86,2,10,web,completed,2024-10-29 18:00:00,online
1310,385,45,1,0,web,cancelled,2024-01-26 06:00:00,online
1311,477,33,3,0,mobile,completed,2024-06-11 14:00:00,cash
1312,380,82,1,0,store,completed,2024-04-23 01:00:00,cash
1313,88,98,3,0,mobile,cancelled,2024-06-24 03:00:00,card
1314,390,3,2,10,store,completed,2024-04-14 00:00:00,card
1315,130,43,5,0,web,completed,2024-03-06 22:00:00,card
1316,379,83,1,0,web,cancelled,2024-10-03 20:00:00,card
1317,113,69,1,10,web,completed,2024-02-21 03:00:00,online
1318,345,42,4,10,mobile,cancelled,2024-02-10 21:00:00,online
1319,29,59,5,0,web,cancelled,2024-02-25 23:00:00,cash
1320,276,52,1,0,mobile,completed,2024-08-01 15:00:00,online
1321,347,4,4,5,mobile,completed,2024-12-05 15:00:00,card
1322,88,59,1,0,store,completed,2024-09-08 04:00:00,online
1323,348,87,5,20,mobile,completed,2024-12-03 00:00:00,card
1324,78,40,3,0,store,completed,2024-12-25 03:00:00,card
1325,7,71,3,5,web,cancelled,2024-03-17 22:00:00,online
1326,25,84,2,0,store,cancelled,2024-08-06 15:00:00,card
1327,256,61,3,0,web,cancelled,2024-10-15 13:00:00,card
1328,371,20,5,0,web,completed,2024-08-21 18:00:00,online
1329,232,97,1,0,web,completed,2024-03-20 00:00:00,
1330,40,93,3,0,web,cancelled,2024-01-26 02:00:00,card
1331,337,68,2,5,web,completed,2024-04-10 04:00:00,cash
1332,314,77,2,0,store,refunded,2024-03-25 19:00:00,card
1333,168,69,1,0,web,cancelled,2024-08-26 11:00:00,card
1334,447,54,4,0,mobile,cancelled,2024-05-03 17:00:00,online
1335,190,12,3,0,web,cancelled,2024-04-06 16:00:00,card
1336,170,100,4,0,store,completed,2024-06-16 17:00:00,online
1337,286,79,4,15,mobile,completed,2024-09-29 20:00:00,card
1338,162,51,3,5,mobile,completed,2024-06-06 13:00:00,card
1339,475,24,2,5,mobile,cancelled,2024-02-08 08:00:00,
1340,420,14,1,0,mobile,completed,2024-05-26 11:00:00,card
1341,149,44,2,15,mobile,completed,2024-10-27 13:00:00,
1342,274,77,3,5,web,cancelled,2024-05-09 21:00:00,card
1343,72,98,5,5,mobile,cancelled,2024-12-20 22:00:00,card
1344,469,7,1,10,web,cancelled,2024-05-06 22:00:00,online
1345,477,94,2,5,mobile,completed,2024-03-31 23:00:00,cash
1346,480,17,4,0,web,completed,2024-04-17 15:00:00,card
1347,83,26,3,10,web,completed,2024-07-13 00:00:00,cash
1348,248,2,4,0,mobile,cancelled,2024-08-07 06:00:00,card
1349,308,10,2,10,web,cancelled,2024-12-18 04:00:00,cash
1350,447,5,3,0,web,completed,2024-04-14 10:00:00,card
1351,499,6,5,0,mobile,refunded,2024-07-28 01:00:00,online
1352,178,4,4,15,web,cancelled,2024-02-07 18:00:00,cash
1353,428,5,4,0,web,cancelled,2024-11-28 08:00:00,cash
1354,408,8,1,0,mobile,completed,2024-08-29 04:00:00,card
1355,151,9,3,20,web,refunded,2024-11-15 06:00:00,card
1356,112,80,1,0,mobile,completed,2024-05-10 19:00:00,online
1357,278,76,3,20,store,cancelled,2024-05-12 02:00:00,cash
1358,410,44,2,5,web,completed,2024-05-25 05:00:00,cash
1359,202,13,4,5,web,refunded,2024-11-04 07:00:00,card
1360,20,56,3,0,mobile,cancelled,2024-02-16 01:00:00,online
1361,31,72,5,30,web,refunded,2024-06-20 15:00:00,card
1362,29,87,2,15,mobile,completed,2024-06-29 19:00:00,cash
1363,280,3,5,5,web,completed,2024-04-04 08:00:00,cash
1364,25,67,4,5,web,cancelled,2024-08-24 04:00:00,cash
1365,223,50,2,20,web,completed,2024-02-09 18:00:00,
1366,175,24,5,10,web,refunded,2024-12-10 23:00:00,online
1367,172,65,3,0,mobile,refunded,2024-09-22 16:00:00,card
1368,243,99,4,0,mobile,completed,2024-02-14 11:00:00,card
1369,360,43,2,5,web,completed,2024-07-26 05:00:00,online
1370,291,44,1,10,web,completed,2024-12-06 15:00:00,online
1371,180,66,5,0,mobile,completed,2024-10-30 10:00:00,card
1372,398,57,5,5,web,cancelled,2024-05-17 22:00:00,cash
1373,90,32,2,0,web,completed,2024-03-13 21:00:00,card
1374,273,24,4,0,web,completed,2024-04-26 23:00:00,card
1375,210,32,5,0,web,completed,2024-10-26 19:00:00,
1376,295,23,1,15,mobile,completed,2024-07-02 01:00:00,card
1377,17,65,5,15,mobile,cancelled,2024-04-10 08:00:00,cash
1378,335,13,4,20,web,refunded,2024-02-12 08:00:00,online
1379,219,86,2,15,mobile,completed,2024-10-22 23:00:00,cash
1380,201,64,4,0,web,completed,2024-10-06 02:00:00,card
1381,298,18,5,0,web,completed,2024-06-04 07:00:00,cash
1382,209,29,3,0,web,refunded,2024-12-12 06:00:00,online
1383,55,84,3,0,web,completed,2024-10-26 06:00:00,cash
1384,44,54,2,15,mobile,cancelled,2024-03-02 02:00:00,card
1385,262,83,2,5,web,refunded,2024-01-06 23:00:00,online
1386,105,76,3,0,web,completed,2024-10-28 12:00:00,online
1387,379,98,3,0,mobile,completed,2024-05-22 18:00:00,card
1388,20,23,4,10,mobile,completed,2024-04-17 09:00:00,online
1389,242,41,5,0,web,refunded,2024-04-08 07:00:00,card
1390,397,52,2,5,store,completed,2024-02-02 01:00:00,card
1391,358,47,3,15,mobile,completed,2024-10-04 02:00:00,card
1392,61,20,5,5,web,completed,2024-09-15 11:00:00,card
1393,454,41,4,0,web,completed,2024-02-15 08:00:00,card
1394,366,50,5,10,web,completed,2024-05-30 02:00:00,card
1395,341,88,2,15,web,refunded,2024-09-21 14:00:00,online
1396,287,25,4,5,mobile,refunded,2024-07-05 14:00:00,card
1397,459,47,2,0,web,completed,2024-10-08 01:00:00,online
1398,23,16,2,20,web,completed,2024-02-05 11:00:00,online
1399,138,39,2,0,web,refunded,2024-02-06 15:00:00,online
1400,76,32,4,5,web,cancelled,2024-04-13 22:00:00,cash
1401,26,4,5,20,web,cancelled,2024-08-08 04:00:00,card
1402,318,11,4,20,store,completed,2024-04-19 04:00:00,card
1403,316,47,5,20,mobile,completed,2024-01-18 15:00:00,cash
1404,325,78,5,0,web,completed,2024-12-12 02:00:00,online
1405,359,75,3,0,web,completed,2024-12-28 22:00:00,card
1406,75,85,2,0,mobile,completed,2024-12-24 11:00:00,card
1407,318,9,1,30,web,cancelled,2024-05-24 02:00:00,card
1408,110,61,4,0,store,cancelled,2024-09-06 11:00:00,card
1409,37,71,5,20,web,refunded,2024-10-01 01:00:00,cash
1410,1,84,1,0,web,refunded,2024-10-04 12:00:00,online
1411,249,56,5,0,store,completed,2024-06-12 14:00:00,card
1412,95,5,4,10,web,completed,2024-09-10 03:00:00,card
1413,470,93,5,10,,completed,2024-05-03 20:00:00,card
1414,67,68,5,0,mobile,refunded,2024-11-28 13:00:00,cash
1415,293,66,2,15,web,completed,2024-01-16 08:00:00,card
1416,128,93,5,10,store,refunded,2024-09-16 17:00:00,cash
1417,394,43,3,0,mobile,cancelled,2024-08-10 16:00:00,card
1418,384,87,3,15,web,completed,2024-11-01 13:00:00,card
1419,247,17,2,0,mobile,cancelled,2024-07-08 17:00:00,card
1420,104,26,2,0,web,refunded,2024-07-21 21:00:00,card
1421,403,15,5,10,web,completed,2024-02-09 07:00:00,card
1422,30,85,4,15,store,completed,2024-10-24 04:00:00,card
1423,142,94,2,10,web,completed,2024-09-27 12:00:00,card
1424,291,75,3,0,web,completed,2024-11-06 07:00:00,cash
1425,85,97,4,0,mobile,cancelled,2024-02-29 23:00:00,online
1426,422,97,4,0,web,completed,2024-01-04 23:00:00,
1427,232,45,1,5,mobile,completed,2024-05-15 10:00:00,card
1428,163,88,2,0,mobile,completed,2024-02-11 21:00:00,card
1429,50,29,4,30,,cancelled,2024-07-13 11:00:00,cash
1430,195,70,2,0,store,refunded,2024-12-07 06:00:00,cash
1431,221,22,5,0,mobile,completed,2024-02-20 20:00:00,card
1432,374,23,4,0,web,completed,2024-01-31 20:00:00,card
1433,276,73,1,0,mobile,cancelled,2024-05-12 07:00:00,card
1434,63,24,3,10,mobile,cancelled,2024-09-01 12:00:00,online
1435,194,11,3,15,mobile,refunded,2024-12-05 19:00:00,cash
1436,275,13,3,5,mobile,refunded,2024-01-10 01:00:00,
1437,32,18,1,0,web,refunded,2024-06-09 10:00:00,card
1438,275,31,4,0,web,completed,2024-09-19 00:00:00,card
1439,170,86,2,0,store,refunded,2024-06-28 13:00:00,card
1440,475,77,5,15,mobile,completed,2024-04-13 08:00:00,card
1441,94,56,2,10,mobile,refunded,2024-10-14 04:00:00,
1442,466,84,4,0,web,completed,2024-01-04 09:00:00,cash
1443,181,75,2,30,web,completed,2024-12-27 03:00:00,card
1444,84,33,3,15,web,refunded,2024-09-26 22:00:00,online
1445,427,69,2,5,web,completed,2024-02-02 16:00:00,online
1446,60,36,3,0,web,completed,2024-09-06 02:00:00,cash
1447,212,17,4,0,web,cancelled,2024-05-08 04:00:00,card
1448,359,82,5,5,web,completed,2024-05-10 03:00:00,online
1449,465,21,4,10,store,completed,2024-08-02 09:00:00,cash
1450,167,27,1,10,web,refunded,2024-07-24 20:00:00,card
1451,134,84,5,10,web,completed,2024-06-09 00:00:00,cash
1452,133,74,2,0,web,refunded,2024-12-25 15:00:00,cash
1453,348,62,2,15,web,completed,2024-09-21 19:00:00,cash
1454,249,50,4,20,web,completed,2024-02-01 22:00:00,card
1455,476,83,2,5,web,refunded,2024-11-17 07:00:00,cash
1456,51,43,2,0,mobile,cancelled,2024-01-02 23:00:00,card
1457,293,4,5,10,mobile,refunded,2024-02-05 21:00:00,card
1458,425,82,1,15,,refunded,2024-06-03 13:00:00,card
1459,92,66,4,0,store,completed,2024-01-24 15:00:00,card
1460,394,14,4,15,web,cancelled,2024-06-08 03:00:00,card
1461,201,70,3,10,web,refunded,2024-03-19 02:00:00,cash
1462,259,47,1,15,store,completed,2024-09-03 18:00:00,card
1463,153,16,1,0,web,completed,2024-11-14 18:00:00,card
1464,412,50,3,0,mobile,completed,2024-09-30 19:00:00,card
1465,445,54,1,0,mobile,completed,2024-06-26 05:00:00,cash
1466,489,75,3,5,web,completed,2024-10-24 03:00:00,online
1467,500,60,5,5,web,cancelled,2024-06-29 17:00:00,
1468,216,16,5,0,store,refunded,2024-09-15 12:00:00,card
1469,486,51,1,15,web,refunded,2024-08-29 21:00:00,card
1470,249,38,2,0,mobile,completed,2024-02-23 13:00:00,card
1471,262,64,5,0,web,completed,2024-07-12 15:00:00,online
1472,147,26,3,0,web,cancelled,2024-07-23 10:00:00,cash
1473,116,52,5,5,mobile,completed,2024-05-26 03:00:00,card
1474,157,17,4,0,store,completed,2024-08-16 03:00:00,online
1475,332,45,3,0,store,completed,2024-11-02 13:00:00,online
1476,144,16,4,0,store,refunded,2024-09-27 06:00:00,card
1477,302,56,4,10,mobile,refunded,2024-05-27 10:00:00,cash
1478,238,73,5,10,web,completed,2024-12-06 10:00:00,card
1479,294,82,4,15,mobile,refunded,2024-11-23 10:00:00,card
1480,313,86,5,10,store,cancelled,2024-06-23 19:00:00,card
1481,116,79,3,5,store,refunded,2024-08-17 20:00:00,card
1482,132,55,5,0,store,completed,2024-06-08 21:00:00,card
1483,35,32,3,10,web,completed,2024-09-20 22:00:00,cash
1484,478,40,1,0,web,completed,2024-01-01 21:00:00,online
1485,92,90,2,0,mobile,completed,2024-09-13 09:00:00,cash
1486,261,77,3,0,mobile,completed,2024-08-27 00:00:00,card
1487,160,45,1,0,web,completed,2024-01-12 15:00:00,online
1488,240,55,4,0,mobile,completed,2024-06-27 18:00:00,cash
1489,454,31,4,0,web,completed,2024-02-26 20:00:00,card
1490,42,97,1,5,web,refunded,2024-01-28 04:00:00,card
1491,326,87,3,20,web,cancelled,2024-08-02 23:00:00,online
1492,81,85,3,10,web,refunded,2024-10-21 06:00:00,online
1493,453,50,5,0,web,cancelled,2024-10-01 07:00:00,online
1494,151,48,1,10,web,completed,2024-02-03 08:00:00,card
1495,279,94,2,0,mobile,completed,2024-12-17 00:00:00,online
1496,330,99,3,5,web,completed,2024-11-20 01:00:00,online
1497,439,90,5,10,mobile,completed,2024-06-03 20:00:00,card
1498,357,7,5,10,store,completed,2024-09-02 17:00:00,
1499,231,42,3,5,mobile,completed,2024-05-26 01:00:00,cash
1500,294,62,5,0,mobile,completed,2024-01-02 22:00:00,online
1501,88,21,3,0,web,completed,2024-07-26 07:00:00,cash
1502,197,41,2,0,web,completed,2024-01-16 15:00:00,card
1503,464,72,2,5,store,completed,2024-08-26 14:00:00,card
1504,383,49,2,0,web,completed,2024-12-14 03:00:00,card
1505,245,98,3,0,mobile,completed,2024-12-17 20:00:00,online
1506,441,12,1,10,web,completed,2024-06-23 23:00:00,online
1507,485,68,5,0,mobile,completed,2024-11-10 23:00:00,card
1508,474,23,1,15,mobile,cancelled,2024-09-15 22:00:00,card
1509,54,8,4,0,web,completed,2024-04-18 04:00:00,card
1510,325,73,3,20,,completed,2024-07-03 15:00:00,online
1511,29,23,3,10,web,refunded,2024-02-09 14:00:00,online
1512,500,51,3,0,mobile,cancelled,2024-03-17 11:00:00,cash
1513,478,22,3,0,web,refunded,2024-02-18 06:00:00,card
1514,77,9,3,5,web,completed,2024-12-16 20:00:00,online
1515,6,49,5,10,web,refunded,2024-05-13 17:00:00,cash
1516,162,34,1,0,web,completed,2024-11-21 21:00:00,online
1517,134,75,1,0,web,completed,2024-10-16 11:00:00,card
1518,360,5,1,10,web,cancelled,2024-09-13 11:00:00,card
1519,374,19,2,0,mobile,completed,2024-02-12 01:00:00,card
1520,447,52,3,5,web,cancelled,2024-01-09 08:00:00,card
1521,82,77,4,10,store,refunded,2024-04-07 14:00:00,card
1522,228,47,3,0,mobile,completed,2024-03-14 16:00:00,online
1523,417,99,4,20,,completed,2024-04-28 10:00:00,card
1524,62,42,3,0,mobile,completed,2024-10-30 06:00:00,card
1525,121,11,3,0,web,completed,2024-01-21 16:00:00,card
1526,322,37,1,0,web,completed,2024-03-22 18:00:00,cash
1527,220,87,5,15,store,refunded,2024-03-06 14:00:00,online
1528,160,50,5,0,store,completed,2024-03-25 14:00:00,card
1529,436,35,3,5,mobile,completed,2024-04-20 12:00:00,
1530,248,36,2,5,web,completed,2024-12-17 07:00:00,online
1531,151,86,1,0,store,completed,2024-02-26 02:00:00,online
1532,456,99,2,0,store,completed,2024-04-06 04:00:00,card
1533,63,9,4,0,web,completed,2024-08-27 06:00:00,online
1534,133,31,2,0,web,refunded,2024-05-06 10:00:00,cash
1535,418,93,3,5,mobile,refunded,2024-05-02 03:00:00,online
1536,208,88,5,20,mobile,completed,2024-01-08 05:00:00,online
1537,452,87,4,10,store,completed,2024-07-22 10:00:00,card
1538,440,73,3,20,mobile,completed,2024-04-11 11:00:00,card
1539,222,78,1,5,web,completed,2024-12-21 22:00:00,cash
1540,484,50,5,0,web,completed,2024-01-13 08:00:00,
1541,416,56,2,0,mobile,completed,2024-12-22 17:00:00,cash
1542,483,97,5,10,mobile,completed,2024-07-29 06:00:00,online
1543,389,4,1,0,store,completed,2024-04-10 05:00:00,cash
1544,250,25,1,0,web,completed,2024-08-07 20:00:00,cash
1545,454,38,4,5,mobile,completed,2024-08-05 09:00:00,online
1546,434,60,3,20,web,completed,2024-03-28 23:00:00,online
1547,438,54,5,10,web,completed,2024-03-03 13:00:00,card
1548,307,65,1,20,mobile,completed,2024-04-30 01:00:00,card
1549,466,44,4,5,mobile,refunded,2024-08-26 15:00:00,card
1550,368,83,1,0,store,completed,2024-08-23 09:00:00,card
1551,230,24,4,10,web,completed,2024-12-28 21:00:00,cash
1552,320,26,2,20,mobile,completed,2024-07-19 07:00:00,
1553,4,63,4,5,store,completed,2024-08-28 10:00:00,card
1554,342,45,3,30,mobile,refunded,2024-11-05 20:00:00,card
1555,113,12,1,0,mobile,completed,2024-06-09 20:00:00,cash
1556,389,68,1,0,mobile,completed,2024-03-19 06:00:00,online
1557,400,61,3,30,web,refunded,2024-04-23 16:00:00,card
1558,139,45,5,0,web,completed,2024-04-29 19:00:00,cash
1559,20,57,1,30,web,completed,2024-08-08 05:00:00,card
1560,438,89,3,0,store,cancelled,2024-10-23 06:00:00,card
1561,415,44,5,0,web,completed,2024-02-08 01:00:00,card
1562,418,49,4,0,web,completed,2024-02-06 08:00:00,online
1563,85,69,1,15,store,completed,2024-07-10 23:00:00,cash
1564,402,64,4,0,web,refunded,2024-05-25 17:00:00,online
1565,59,45,5,0,mobile,refunded,2024-01-20 22:00:00,cash
1566,436,45,2,5,mobile,completed,2024-12-15 14:00:00,card
1567,84,44,4,15,mobile,cancelled,2024-03-25 07:00:00,card
1568,365,64,1,0,web,refunded,2024-03-14 05:00:00,card
1569,148,44,5,0,store,refunded,2024-11-11 11:00:00,online
1570,467,81,3,0,web,completed,2024-02-05 04:00:00,cash
1571,429,81,4,0,mobile,cancelled,2024-11-09 19:00:00,card
1572,223,91,1,15,web,completed,2024-10-18 06:00:00,card
1573,62,93,4,15,mobile,completed,2024-11-07 23:00:00,card
1574,388,7,4,0,web,refunded,2024-07-12 04:00:00,online
1575,329,80,4,20,web,completed,2024-03-02 05:00:00,online
1576,146,6,5,0,web,completed,2024-07-16 20:00:00,card
1577,223,64,2,15,mobile,completed,2024-03-16 09:00:00,card
1578,246,49,4,0,mobile,completed,2024-05-14 06:00:00,online
1579,355,72,4,0,,completed,2024-07-10 11:00:00,online
1580,105,55,5,5,store,cancelled,2024-10-23 17:00:00,
1581,99,87,5,5,web,completed,2024-08-05 09:00:00,card
1582,426,7,4,20,mobile,completed,2024-02-21 12:00:00,card
1583,123,47,5,0,web,refunded,2024-07-28 18:00:00,card
1584,214,3,4,0,web,refunded,2024-01-17 21:00:00,online
1585,369,89,1,0,web,completed,2024-01-16 21:00:00,card
1586,425,88,2,20,mobile,completed,2024-01-02 00:00:00,cash
1587,219,31,4,0,web,refunded,2024-05-02 00:00:00,card
1588,56,34,5,5,web,completed,2024-08-02 23:00:00,online
1589,183,41,4,15,mobile,refunded,2024-10-22 14:00:00,card
1590,287,75,3,20,mobile,cancelled,2024-05-22 20:00:00,card
1591,440,19,5,0,web,refunded,2024-01-08 04:00:00,card
1592,277,5,4,0,store,completed,2024-08-05 19:00:00,card
1593,23,29,2,15,web,completed,2024-07-29 13:00:00,card
1594,432,76,2,20,mobile,completed,2024-06-05 21:00:00,online
1595,344,59,2,0,store,completed,2024-09-16 17:00:00,card
1596,323,49,5,20,web,completed,2024-02-11 07:00:00,cash
1597,58,2,2,0,mobile,refunded,2024-10-14 23:00:00,card
1598,57,69,3,0,mobile,completed,2024-05-01 23:00:00,card
1599,5,98,1,0,web,completed,2024-09-03 03:00:00,card
1600,247,25,1,5,web,completed,2024-01-23 07:00:00,cash
1601,123,69,5,20,,cancelled,2024-12-09 14:00:00,card
1602,116,39,3,10,web,completed,2024-11-10 15:00:00,online
1603,425,77,3,30,mobile,completed,2024-03-15 21:00:00,card
1604,192,63,5,0,store,completed,2024-03-17 04:00:00,card
1605,470,55,2,0,mobile,cancelled,2024-06-22 11:00:00,card
1606,481,8,4,0,store,completed,2024-04-30 11:00:00,cash
1607,12,77,4,30,web,completed,2024-03-25 06:00:00,
1608,274,29,4,0,mobile,completed,2024-10-21 15:00:00,card
1609,438,15,4,0,web,completed,2024-07-03 05:00:00,card
1610,440,76,4,0,mobile,completed,2024-01-08 08:00:00,online
1611,383,96,1,10,mobile,cancelled,2024-09-26 21:00:00,card
1612,448,78,2,0,mobile,completed,2024-03-24 13:00:00,cash
1613,115,58,3,15,store,completed,2024-10-24 22:00:00,card
1614,16,6,2,10,mobile,completed,2024-12-08 07:00:00,card
1615,215,99,2,0,web,completed,2024-03-01 13:00:00,online
1616,477,6,3,0,web,completed,2024-09-30 21:00:00,online
1617,115,16,3,0,web,completed,2024-03-09 08:00:00,online
1618,279,96,2,30,web,completed,2024-09-28 20:00:00,cash
1619,381,81,2,15,mobile,completed,2024-01-21 10:00:00,cash
1620,252,65,4,10,mobile,cancelled,2024-03-31 20:00:00,cash
1621,54,48,1,0,mobile,completed,2024-04-19 02:00:00,card
1622,173,68,1,0,web,completed,2024-03-18 09:00:00,card
1623,29,29,1,5,mobile,completed,2024-09-25 03:00:00,card
1624,478,14,1,5,web,completed,2024-06-03 23:00:00,cash
1625,404,61,5,0,store,completed,2024-09-14 16:00:00,card
1626,141,43,4,0,mobile,completed,2024-04-11 04:00:00,cash
1627,358,32,5,0,,completed,2024-06-28 02:00:00,card
1628,266,29,1,0,web,completed,2024-06-04 11:00:00,cash
1629,496,72,5,5,web,completed,2024-10-07 17:00:00,online
1630,462,24,2,5,mobile,completed,2024-04-03 09:00:00,card
1631,277,51,3,20,mobile,completed,2024-03-17 11:00:00,card
1632,157,29,5,0,mobile,completed,2024-05-02 00:00:00,card
1633,23,54,1,0,,cancelled,2024-09-25 12:00:00,
1634,297,10,5,5,store,cancelled,2024-03-28 08:00:00,card
1635,117,100,5,0,store,completed,2024-10-17 02:00:00,card
1636,329,27,2,0,mobile,completed,2024-06-23 17:00:00,online
1637,478,32,5,0,mobile,refunded,2024-09-04 16:00:00,card
1638,113,52,2,0,mobile,completed,2024-09-26 17:00:00,card
1639,6,34,1,10,web,completed,2024-08-16 21:00:00,cash
1640,101,49,3,15,mobile,completed,2024-05-14 00:00:00,cash
1641,75,6,4,20,store,refunded,2024-08-23 02:00:00,
1642,167,48,2,0,mobile,completed,2024-04-28 22:00:00,cash
1643,355,36,3,15,web,refunded,2024-07-30 12:00:00,card
1644,302,89,1,20,mobile,completed,2024-07-15 17:00:00,card
1645,335,65,2,0,web,cancelled,2024-03-21 17:00:00,card
1646,195,59,4,0,mobile,completed,2024-03-31 19:00:00,online
1647,112,68,5,20,web,completed,2024-02-17 13:00:00,card
1648,296,78,3,5,mobile,refunded,2024-07-11 00:00:00,cash
1649,445,31,2,15,web,completed,2024-09-15 02:00:00,card
1650,453,47,3,0,mobile,completed,2024-06-25 12:00:00,card
1651,257,94,3,0,web,completed,2024-03-15 10:00:00,online
1652,78,20,2,0,store,completed,2024-09-13 09:00:00,online
1653,179,80,4,30,web,completed,2024-08-02 12:00:00,cash
1654,97,70,4,5,store,refunded,2024-11-24 12:00:00,card
1655,417,75,4,0,web,refunded,2024-09-27 22:00:00,
1656,269,85,5,0,store,completed,2024-11-03 00:00:00,online
1657,160,65,3,10,web,cancelled,2024-05-14 11:00:00,card
1658,475,77,5,0,store,completed,2024-09-28 03:00:00,cash
1659,55,29,1,0,store,completed,2024-03-05 00:00:00,
1660,453,67,2,0,,completed,2024-09-06 22:00:00,online
1661,78,27,3,0,store,cancelled,2024-10-09 03:00:00,card
1662,232,60,5,0,mobile,completed,2024-02-06 08:00:00,cash
1663,29,62,5,10,web,completed,2024-11-08 05:00:00,card
1664,60,65,5,0,mobile,completed,2024-08-27 10:00:00,card
1665,449,100,1,5,,completed,2024-09-13 04:00:00,
1666,101,49,5,5,mobile,refunded,2024-08-29 06:00:00,
1667,213,2,2,0,mobile,completed,2024-10-04 09:00:00,cash
1668,312,32,4,5,,refunded,2024-09-26 02:00:00,online
1669,487,56,2,5,,completed,2024-08-19 23:00:00,cash
1670,467,47,5,0,web,completed,2024-04-04 10:00:00,cash
1671,100,41,4,0,web,completed,2024-11-13 17:00:00,card
1672,75,20,5,0,mobile,completed,2024-11-08 14:00:00,card
1673,383,44,3,10,mobile,completed,2024-01-15 20:00:00,cash
1674,296,52,4,0,store,completed,2024-11-14 02:00:00,card
1675,68,46,5,0,web,completed,2024-10-06 12:00:00,card
1676,72,65,4,0,mobile,refunded,2024-10-11 11:00:00,card
1677,441,89,4,15,mobile,refunded,2024-09-13 15:00:00,online
1678,78,50,3,20,mobile,cancelled,2024-05-22 14:00:00,online
1679,196,68,1,15,web,completed,2024-10-17 00:00:00,card
1680,310,27,5,10,,completed,2024-12-04 19:00:00,card
1681,159,91,5,0,web,refunded,2024-02-26 07:00:00,card
1682,394,45,3,0,web,completed,2024-01-18 19:00:00,cash
1683,297,11,4,20,mobile,completed,2024-03-05 06:00:00,online
1684,337,70,1,0,web,completed,2024-07-12 00:00:00,card
1685,90,78,5,30,web,completed,2024-05-15 03:00:00,cash
1686,273,35,3,0,web,cancelled,2024-10-18 09:00:00,
1687,347,21,1,0,web,completed,2024-11-19 23:00:00,cash
1688,368,14,2,5,web,completed,2024-12-30 17:00:00,card
1689,123,15,1,15,mobile,refunded,2024-02-11 07:00:00,online
1690,443,55,4,0,web,completed,2024-11-06 02:00:00,online
1691,146,1,2,0,mobile,cancelled,2024-12-11 10:00:00,cash
1692,339,74,2,10,web,refunded,2024-07-13 01:00:00,cash
1693,21,73,5,5,store,completed,2024-09-06 11:00:00,card
1694,313,35,1,0,mobile,refunded,2024-12-17 15:00:00,card
1695,124,46,5,30,,refunded,2024-07-25 14:00:00,card
1696,76,24,1,0,mobile,completed,2024-10-04 20:00:00,online
1697,467,16,3,0,mobile,completed,2024-02-11 16:00:00,card
1698,175,6,4,0,web,cancelled,2024-10-22 05:00:00,cash
1699,251,77,1,0,web,completed,2024-10-03 08:00:00,card
1700,119,12,5,10,web,completed,2024-07-07 10:00:00,card
1701,295,54,5,30,web,completed,2024-06-10 08:00:00,online
1702,33,41,5,20,web,completed,2024-07-25 09:00:00,card
1703,167,78,5,5,store,completed,2024-10-27 11:00:00,cash
1704,201,42,1,10,store,completed,2024-07-13 17:00:00,card
1705,311,82,5,15,web,refunded,2024-01-01 13:00:00,online
1706,92,56,3,10,store,completed,2024-08-19 21:00:00,card
1707,5,20,2,15,web,completed,2024-09-27 09:00:00,card
1708,100,56,5,20,store,cancelled,2024-07-09 16:00:00,online
1709,6,26,4,15,mobile,completed,2024-08-28 21:00:00,online
1710,120,81,4,0,web,completed,2024-08-22 12:00:00,card
1711,254,30,1,0,store,refunded,2024-11-13 17:00:00,cash
1712,130,85,3,0,store,completed,2024-11-11 22:00:00,online
1713,43,65,2,0,web,completed,2024-10-18 01:00:00,card
1714,142,2,1,15,web,completed,2024-08-12 04:00:00,card
1715,131,70,4,0,mobile,completed,2024-05-08 03:00:00,cash
1716,458,52,3,20,web,refunded,2024-11-18 04:00:00,card
1717,468,21,5,20,web,completed,2024-02-22 00:00:00,online
1718,283,40,4,5,web,completed,2024-11-24 21:00:00,online
1719,159,71,3,5,web,completed,2024-09-30 12:00:00,card
1720,387,80,1,10,web,completed,2024-08-28 15:00:00,card
1721,414,2,3,0,web,refunded,2024-08-27 21:00:00,cash
1722,197,5,4,30,web,refunded,2024-05-02 02:00:00,card
1723,494,77,5,0,web,cancelled,2024-10-17 02:00:00,online
1724,439,76,4,20,web,completed,2024-01-01 16:00:00,card
1725,290,67,5,0,,completed,2024-04-30 15:00:00,online
1726,241,32,5,5,mobile,cancelled,2024-08-10 05:00:00,online
1727,185,82,5,0,web,cancelled,2024-08-12 09:00:00,card
1728,207,74,1,10,mobile,completed,2024-02-02 00:00:00,card
